item_no,condition,,,,,,,,,,,,,,,,,,sentence
15,f,The,artist,who,painted,by,the,house,certainly,was,impressed,with,the,stunning,view.,,,,The artist who painted by the house certainly was impressed with the stunning view.
15,g,The,artist,who,painted,by,the,houses,certainly,were,impressed,with,the,stunning,view.,,,,The artist who painted by the houses certainly were impressed with the stunning view.
15,h,The,artist,who,painted,by,the,house,certainly,were,impressed,with,the,stunning,view.,,,,The artist who painted by the house certainly were impressed with the stunning view.
16,e,The,director,who,called,for,the,actors,certainly,was,surprised,about,the,exciting,news.,,,,The director who called for the actors certainly was surprised about the exciting news.
16,f,The,director,who,called,for,the,actor,certainly,was,surprised,about,the,exciting,news.,,,,The director who called for the actor certainly was surprised about the exciting news.
16,g,The,director,who,called,for,the,actors,certainly,were,surprised,about,the,exciting,news.,,,,The director who called for the actors certainly were surprised about the exciting news.
16,h,The,director,who,called,for,the,actor,certainly,were,surprised,about,the,exciting,news.,,,,The director who called for the actor certainly were surprised about the exciting news.
17,e,The,thief,who,stole,from,the,stashes,obviously,was,scared,of,being,caught,red-handed.,,,,The thief who stole from the stashes obviously was scared of being caught red-handed.
17,f,The,thief,who,stole,from,the,stash,obviously,was,scared,of,being,caught,red-handed.,,,,The thief who stole from the stash obviously was scared of being caught red-handed.
17,g,The,thief,who,stole,from,the,stashes,obviously,were,scared,of,being,caught,red-handed.,,,,The thief who stole from the stashes obviously were scared of being caught red-handed.
17,h,The,thief,who,stole,from,the,stash,obviously,were,scared,of,being,caught,red-handed.,,,,The thief who stole from the stash obviously were scared of being caught red-handed.
18,e,The,author,who,read,about,the,books,apparently,was,disappointed,with,the,surprise,ending.,,,,The author who read about the books apparently was disappointed with the surprise ending.
18,f,The,author,who,read,about,the,book,apparently,was,disappointed,with,the,surprise,ending.,,,,The author who read about the book apparently was disappointed with the surprise ending.
18,g,The,author,who,read,about,the,books,apparently,were,disappointed,with,the,surprise,ending.,,,,The author who read about the books apparently were disappointed with the surprise ending.
18,h,The,author,who,read,about,the,book,apparently,were,disappointed,with,the,surprise,ending.,,,,The author who read about the book apparently were disappointed with the surprise ending.
19,e,The,solider,who,fought,against,the,terrorists,likely,was,surrounded,by,a,team,of,insurgents.,,,The solider who fought against the terrorists likely was surrounded by a team of insurgents.
19,f,The,solider,who,fought,against,the,terrorist,likely,was,surrounded,by,a,team,of,insurgents.,,,The solider who fought against the terrorist likely was surrounded by a team of insurgents.
19,g,The,solider,who,fought,against,the,terrorists,likely,were,surrounded,by,a,team,of,insurgents.,,,The solider who fought against the terrorists likely were surrounded by a team of insurgents.
19,h,The,solider,who,fought,against,the,terrorist,likely,were,surrounded,by,a,team,of,insurgents.,,,The solider who fought against the terrorist likely were surrounded by a team of insurgents.
20,e,The,millionaire,who,drove,past,the,cars,allegedly,was,pulled,over,for,drunk,driving.,,,,The millionaire who drove past the cars allegedly was pulled over for drunk driving.
20,f,The,millionaire,who,drove,past,the,car,allegedly,was,pulled,over,for,drunk,driving.,,,,The millionaire who drove past the car allegedly was pulled over for drunk driving.
20,g,The,millionaire,who,drove,past,the,cars,allegedly,were,pulled,over,for,drunk,driving.,,,,The millionaire who drove past the cars allegedly were pulled over for drunk driving.
20,h,The,millionaire,who,drove,past,the,car,allegedly,were,pulled,over,for,drunk,driving.,,,,The millionaire who drove past the car allegedly were pulled over for drunk driving.
21,e,The,librarian,who,read,about,the,books,certainly,was,surprised,by,the,abrupt,conclusion.,,,,The librarian who read about the books certainly was surprised by the abrupt conclusion.
21,f,The,librarian,who,read,about,the,book,certainly,was,surprised,by,the,abrupt,conclusion.,,,,The librarian who read about the book certainly was surprised by the abrupt conclusion.
21,g,The,librarian,who,read,about,the,books,certainly,were,surprised,by,the,abrupt,conclusion.,,,,The librarian who read about the books certainly were surprised by the abrupt conclusion.
21,h,The,librarian,who,read,about,the,book,certainly,were,surprised,by,the,abrupt,conclusion.,,,,The librarian who read about the book certainly were surprised by the abrupt conclusion.
22,e,The,chef,who,prepared,for,the,meals,evidently,was,unhappy,about,the,quality,of,the,ingredients.,,The chef who prepared for the meals evidently was unhappy about the quality of the ingredients.
22,f,The,chef,who,prepared,for,the,meal,evidently,was,unhappy,about,the,quality,of,the,ingredients.,,The chef who prepared for the meal evidently was unhappy about the quality of the ingredients.
22,g,The,chef,who,prepared,for,the,meals,evidently,were,unhappy,about,the,quality,of,the,ingredients.,,The chef who prepared for the meals evidently were unhappy about the quality of the ingredients.
22,h,The,chef,who,prepared,for,the,meal,evidently,were,unhappy,about,the,quality,of,the,ingredients.,,The chef who prepared for the meal evidently were unhappy about the quality of the ingredients.
23,e,The,gardener,who,pruned,around,the,hedges,financially,was,unable,to,buy,more,plants.,,,,The gardener who pruned around the hedges financially was unable to buy more plants.
23,f,The,gardener,who,pruned,around,the,hedge,financially,was,unable,to,buy,more,plants.,,,,The gardener who pruned around the hedge financially was unable to buy more plants.
23,g,The,gardener,who,pruned,around,the,hedges,financially,were,unable,to,buy,more,plants.,,,,The gardener who pruned around the hedges financially were unable to buy more plants.
23,h,The,gardener,who,pruned,around,the,hedge,financially,were,unable,to,buy,more,plants.,,,,The gardener who pruned around the hedge financially were unable to buy more plants.
24,e,The,athlete,who,kicked,near,the,referees,obviously,was,disappointed,about,the,bad,call.,,,,The athlete who kicked near the referees obviously was disappointed about the bad call.
24,f,The,athlete,who,kicked,near,the,referee,obviously,was,disappointed,about,the,bad,call.,,,,The athlete who kicked near the referee obviously was disappointed about the bad call.
24,g,The,athlete,who,kicked,near,the,referees,obviously,were,disappointed,about,the,bad,call.,,,,The athlete who kicked near the referees obviously were disappointed about the bad call.
24,h,The,athlete,who,kicked,near,the,referee,obviously,were,disappointed,about,the,bad,call.,,,,The athlete who kicked near the referee obviously were disappointed about the bad call.
